kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla An Nuru,Jl. Kemandoran Rt. 002/15,Gatot,Hak Milik,1999,100,90,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla An-Naeman,Jl. Kemandoran II Rt. 001,HM. Yasin,Hak Milik,1962, ,200,200, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla An-Naiman,Jl. Kemandoran Rt. 001/03,Rosanah,Wakaf,1980,50,40,40, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla An-Nida,Jl. Grogol Utara Rt. 016/04,H. Makrison,Hak Milik,1970, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla An-Nur,Jl. Grogol Utara Rt. 015/01,H. Isa,Hak Milik,1968, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Ar Rohman,Jl. Kemandoran Rt. 010/05,Tahril,Wakaf,1970,200,200,200, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Ar-Rahman,Jl. Tanah Koja Rt. 007/02,H. Hidayat,Hak Milik,1973, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Ar-Rohman,Jl. Pluis rt. 010/05,H. Asmat,Hak Milik,1977, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla As-Salam,Kp. Juraganan Rt. 004/06,H. Hamdani,Hak Milik,1970, ,160,160, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Asya'adah,Jl. Grogol Utara Rt. 002/01,H. Muhammad,Hak Milik,1976, ,190,190, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla At-Taqwa,Jl. Grogol Utara Rt. 012/06,Ali Saiman,Hak Milik,1972, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla At-Taubah,Jl. Grogol Utara Rt. 004/06,H. Rusli,Hak Milik,1972, ,50,50, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla At-Thohariah,Jl. Juraganan Rt. 012/08,Djabludin,Hak Milik,1999, ,25,25, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Az-Zikri,Jl. Kebon Nanas Rt. 002/10,M. Soleh,Hak Milik,1958, ,54,54, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Baitul Hakim,Jl. Grogol Utara Rt. 012/04,M. Tohir,Hak Milik,1960, ,112,112, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Baitur Rahman,Jl. Kemandoran Rt. 003/16,H. Ahmad Toto,Wakaf,1976,100,100,117, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Baitur Rahman,Jl. Pulo Rt. 003/04,Antawi Jaya,Hak Milik,1975, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Baiturrahman,Jl. Grogol Utara Rt. 003/04,Antawi Jaya,Hak Milik,1975, ,70,70, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Darul Rohman,Jl. Kemandoran Rt. 004/05,Nasiah,Wakaf,1980,150,35,50, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Darussalam,Jl. Limo Rt. 008/02,Rahmat,Wakaf,1986,50,108,120, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Miftahul Jannah,Jl. Kemandoran Rt. 008/04,H. Asmawi,Wakaf,1992,80,85,185, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Miftahul Jannah,Jl. Kemandoran I Rt. 015/04,Asmawi,Hak Milik,1968, ,185,185, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nur Zaman,Jl. Kemandoran Rt. 004,H. Zakaria,Hak Milik,1968, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Chosim,Jl. Kemandoran Rt. 004/03,HN. Tarmili,Hak Milik,1949,60,34,34, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Hayat,Jl. Tanah Baru Rt. 008/11, ,Wakaf,1970,100,75,90, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Huda,Jl. Kemandoran Rt. 007,Usman,Hak Milik,1958, ,200,200, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Iman,Jl. Kemandoran Rt. 005/11,Husein,Wakaf,1975,100,100,119, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Iman,Jl. Tanah Baru Rt. 012/01,M. Rayum,Hak Milik,1965, ,30,30, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Kamil,Jl. Kemandoran Rt. 006/03,Baiyah Mahbud,Wakaf, ,100, ,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul Kamil,Jl. Kemandoran Rt. 005,Hasim Badar,Hak Milik,1968, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul-Huda,Jl. Grogol Utara Rt. 014/03,H. Sairi,Hak Milik,1969, ,42,42, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Nurul-Iman,Jl. Kemandoran VIII Rt. 005,HM. Nur,Hak Milik,1976, ,119,119, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Musholla Sa'adatuddarain,Jl. Grogol Utara Rt. 002/08,H. Bahroji,Hak Milik,1977, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Grogol Utara,Adhi Maitreja,Jl. Kemandoran I Rt. 001/11,Nyu Hio Chin, ,Permanen,300,400,450, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al Muhajirin,Jl. HKSN Rt. 002/06,Saefuddin Zuhri, ,2000,300,120,120, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al-Arif,Kantor Lemigas Rt. 008/10,Muchtar,Negara,1961, ,150,500, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al-Husna,Jl. Kebon Mangga I Rt. 013/03,Supardjinan KD.,Hak Milik, ,200,235,150, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al-Ikhlas,Jl. Cipulir III Rt. 016/08,H. Abd. Choir,Negara,1970, , ,150, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al-Irsyad,Jl. Cipulir II Rt. 004/08,H. Syahroni, ,1989, ,168,240, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al-Mubarok,Jl. Al Mubarok Raya Rt. 004/10,H. Abd. Halim Nasution SH,Wakaf, ,400,400,500, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Al-Mubarok,Jl. Peninggaran Rt. 004/10,KH. Husein AW.,Hak Milik,1965, ,720,1270, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid An-nizom,Jl. Kebon Mangga Rt. 002/03,KH. Zawawi,Hak Milik,1962, ,408,1097, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid As-Salam,Jl. Cileduk Raya Rt. 005/05,H. Syafii Ridwan,Wakaf,1960,600,784,500, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid As-Salam,Jl. Cileduk Raya Rt. 005/05,H. Syafii ,Hak Milik,1956, ,400,470, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Jami An Nizhom,Jl. Kebon Mangga II Rt. 002/03,H. Achmad Munadi Yusuf,Wakaf,1991,1600, ,950, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Muyasyirin,Jl. Mesjid Rt. 001/01,KH. As'ad,Hak Milik,1950, ,510,983, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Nurul Amal,Jl. PJG Rt. 016/08,H. Salman,Hak Milik,1978, ,150,360, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Nurul Huda,Jl. Cipulir Rt. 005/09,Abdullah, ,1970, , ,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Nurul Iman,Jl. Laut Ambon Rt. 001/11,"Drs. Bambang, Nurrokhim",Hak Pakai,1991,1300,361,900, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Nurul Iman,Komp. Seskoal Rt. 003/11,Sugita Jaya,Hak Milik,1977, ,510,983, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Masjid Nurul-Huda,Jl. Amsar Rt. 005/09,Ust. Abdullah HI,Wakaf,1994,600,700,500, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Abror,Jl. Cipulir Raya Rt. 006/02,KH. Abd. Karim,Hak Milik,1911, ,120,121, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Achyar,Jp. Kebon Mangga III Rt. 005/03,Misbach Alyamin, ,1960,300,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Akhyar,Jlk. Sanusi Rt. 001/01,HM. Anwar,Hak Milik,1959, ,200,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Akhyar,Jl. Kebon Mangga Rt. 002/04,Matroji,Hak Milik,1990, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Anwar,Jl. Kebon Mangga Rt. 009/02,M. Nuh,Hak Milik,1960, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Anwar,Jl. Kebon Mangga Rt. 009/02,HM. Isya,Hak Milik,1960, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Arham,Kp. Cipulir Rt. 006/01,Sofyan,Hak Milik,1993, ,50,50, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Chaer,Jl. Kebon Mangga Rt. 010/03,M. Zein,Hak Milik,1976, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Hikmah,Jl. Cipulik I Rt. 001/04,Drs. H. Kamaluddin,Hak Milik,1982,80,64,60, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Huda,Kp. Peninggaran Rt. 011/05,H. Jumin,Hak Milik,1971, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Huda,Rt. 014/06,H. Junain,Wakaf,1990,200,150,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Husna,Jl. Kebon Mangga Rt. 013,Drs. Ajmain,Hak Milik,1980, ,200,300, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Irsyad,Jl. Kebon Mangga Rt. 009/03,Roseni,Hak Milik,1970, ,60,60, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Islamiyah,Jl. Cipulir Rt. 007/08,RH. Suryo Pratomo,Hak Milik,1941, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Khair,Jl. Kebon Mangga Rt. 005/07,Sanwani Saba,Hak Milik,1976, ,1900,1990, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Ma'mur,Jl. Kebon Mangga Rt. 007/04,H. Salam,Hak Milik,1948, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Muffakin,Kp. Cipulir Rt. 002/04,HA. Majid,Hak Milik,1970, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Muhajirin,Jl. Cipulir Rt. 011/05,A. Badawi,Hak Milik,1991, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Muhajirin,Jl. KHSNI Rt. 002/06,Entong Marzuki,Hak Milik,1991, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Mu'min,Jl. Cileduk Raya Rt. 008/10,Abd. Munim,Hak Milik,1997,20,50,50, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Al-Nukaroman,Jl. Kebon Mangga Rt. 012/02,Junhur,Wakaf,1993,40,70,60, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Baitul Makmur,Jl. MHT Rt. 012/03,Sukaimi,Hak Milik,1948, ,65,65, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Baitul Makmur,Jl. Kebon Mangga Rt. 007/03,H. Salam,Hak Milik,1948, ,65,65, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nurul Hidayah,Jl. Cipulir Rt. 011/05,M. Sah Ali,Hak Milik,1955, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nurul Huda,Jl. Cipulir Rt. 005/06,Entong Marzuki,Hak Milik,1961, ,200,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nurul Huda,Kp. Cipulir Rt. 009/09,H. Djayadi,Hak Milik,1954, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nurul Huda,Jl. PDM Rt. 005/06,Abd. Nuiz Hawa,Wakaf,1978,100,180,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nurul Iman,Jl. Cipulir Rt. 005/04,Madinah,Hak Milik,1957, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nurul Iman,Jl. Cipulik II Rt. 005/04,Arief Zainul Zakiah,Wakaf,1983,250,120,86, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Nuwaftaqiin,Jl. Cipulik II Rt. 002/04,H. Abd. Majid,Wakaf,1960,200,200,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Sa'adatus Solihin,Jl. Cipulir Rt. 002/01,Nasafi,Hak Milik,1952, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Sabilul Huda,Jl. Peninggaran Rt. 002/10,Hafidz,Hak Milik,1957, ,200,200, 
Jakarta Selatan,Kebayoran Lama,Cipulir,Musholla Sabilul Huda,Jl. Al Mubarok III Rt. 012/06,KH. A. Hafiz,Hak Milik,163,300,160,150, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al Mutahidin,Jl. Bungur Rt. 004/02,H. Daminien,Wakaf,1998,350,300,525, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Abror,Jl. Nimun Raya Rt. 012/10,Ki Hamzah,Hak Milik,1960,1982,300,750, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Barokah,Jl. Komp. Dukuh Rt. 019/05,Kasiwan,Hak Milik,1969, ,105,265, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Baror,Jl. Nimur Raya Rt. 012/10,Ali Mukri, , , , , , 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Harbiyah,Jl. Komp. Perhubungan Rt. 006,Mulyadi Ahyar,Negara,1988, ,500,750, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Hidayah,Keb. Lama Selatan Rt. 005/02, , , , , , , 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Hidayah,Jl. Tanah Kusir Rt. 007/01,H. Muh. Ali,Negara,1996, ,400,433, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Hikmah,Jl. Ahmad Yani Rt. 001/01,Murodhi Yutni,Hak Milik,1970,1991,114,300, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Hobliyah,Keb. Lama Selatan Rt. 006/10,Rusdi Delima,Wakaf, , , , , 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Ikhlas,Keb. Lama Selatan Rt. 013/04,Drs. H. Mulyadi,Wakaf, ,200,200,200, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Muhajidin,Jl. Tanah Kusri II Rt. 011,H. Abd. Rahman,Hak Milik,1974, ,126,600, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Mujahidin,Keb. Lama Selatan Rt. 004/02, , , ,300,281,287, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Mujahidin,Jl. Bungur II Rt. 003/02,H. Damiri,Hak Milik,1998, ,216,300, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Ar-Rahman,Jl. Komp. Kodam Rt. 006/08,H. Ibrahim, ,1977, ,500,500, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid At-Taqwa,Jl. Darma Putri Rt. 003/07,Kol. Hasyim BA.,Hak Milik,1983, ,2250,333, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Darul Mu'min,Jl. Komp. Dukuh Rt. 012/02,H. Ibrahim,Hak Milik,1980, ,120,640, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Darul Muminin,Jl. Praja dalam Rt. 012/02,Marzwa,Wakaf,1978,600,400,600, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Darul mutaqin,Keb. Lama Selatan Rt. 011/02, , , , , , , 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Jami At-Taqwa,Jl. Darma Putra Rt. 003/07,Iyod R. Iskandar,Hak Pakai,1974,855,516,465, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Khairul Ibad,Jl. Praja Dalam Rt. 008/05,Agus,Wakaf,1975,160,247,247, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Khoirul Ibad,Jl. Komp. Dukuh Rt. 009/05,Agus Yahya,Hak Milik,1989, ,200,300, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Hidayah,Jl. Bintaro Raya Rt. 002/10,H. Djauhari,Wakaf, , , , , 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Hidayah,Keb. Lama Selatan Rt. 007/11,Djainal Arifin,Wakaf,1983,400,420,232, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Hidayah,Jl. Bintaro Jaya rt. 001/10,H. Johari,Hak Milik,1968,1981,150,2000, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Iman,Jl. Darma Putra Rt. 013/07,HM. Wahid,Negara, , , , , 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Iman,Jl. Komp. Kostrad Rt. 002/07,Muh. Wahid,Negara,1974, ,350,350, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Islam,Jl. Tanah Kusri II Rt. 008/09,H. Suparman,Hak Milik,1984, ,850,850, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Hidayah,Jl. Kp. Dukuh Rt. 005/02,Didi Rosadi,Hak Milik,1957, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Ikhlas,Kebayoran Lama Selatan Rt. 001/09,Nasrudin,Hak Milik,1973, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Mahmud,Kebayoran Lama Selatan Rt. 006/05,H. Mahmud,Hak Milik,1978, ,75,75, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Mujahidin,Kebayoran Lama Selatan Rt. 002,Mulyono,Hak Milik,1972, ,50,50, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Al-Mu'minin,Kebayoran Lama Selatan Rt. 006,H. Mayi,Hak Milik,1973, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid An-Nur,Kebayoran Lama Selatan Rt. 006/09,HM. Hasan AR,Hak Milik,1963, ,64,65, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Ar-Rahman,Jl. Kebayoran Lama Selatan Rt. 002/04,HM. Yusak,Wakaf,1982,120,100,100, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Ar-Rahman,Kp. Sawah Rt. 002/04,MA. Jusak,Hak Milik,1962, ,120,120, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Ar-Rahman,Kebayoran Lama Selatan Rt. 002,Ido Munir HS,Hak Milik,1981, ,80,80, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid At-Taqwa,Jl. Kebayoran Lama Selatan Rt. 007/06,M. Iyah,Wakaf, ,150,90,90, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid At-Taqwa,Kp. Dukuh Rt. 007/06,M. Junaidi,Hak Milik,1961, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Babur-Rahim,Jl. Lebak Wangi IV Kp. Sawah Rt. 007/04,Syamhudi,Hak Milik,1969,120,95,105, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Baitul Muhlisin,Jl. Tanah Kusir Rt. 023/14,H. Hasbih,Hak Milik,194, ,100,100, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Baitur Rahim,Jl. Ciputat Raya,H. Abd. Rohim,Hak Milik,1999, ,45,45, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Darul Muttaqin,Kp. Dukuh Rt. 009/11,Hamita,Hak Milik,1942, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Da'watul Choirot,Jl. Tanah Kusir Rt. 005/10,Udin tajudim,Hak Milik,1973, ,150,150, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Kecamatan,Jl. Ciputat Raya,Miftahul Falah,Hak Milik,1994, ,60,60, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Fajar,Kebayoran Lama Selatan ,HM. Gofur,Hak Milik,1963, ,40,40, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Iman,Jl. Tanah Kusir Rt. 011/01,H. Hadiansyah,Hak Milik,1965, ,70,70, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Iman,Kebayoran Lama Selatan Rt. 009/11,D. Syair,Hak Milik,1965, ,70,70, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Iman,Kebayoran Lama Selatan 001/15,H. Endul,Hak Milik,1975, ,75,75, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Islam,Kp. Dukuh R. Rt. 006/06 Telp. 7228873,Drs. Santoso,Wakaf,1972,50,100,100, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Islam,Kp. Dukuh Rt. 006/06,Wasjud,Hak Milik,1971, ,70,80, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Jannah,Jl. Nimun Raya Rt. 007/10,H. Winoto,Hak Milik,1967, ,240,240, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Muhajirin,Kebayoran Lama Selatan Rt. 010/14,HA. Rahman,Hak Milik,1972, ,80,80, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Mujahidin,Kebayoran Lama Selatan Rt. 001,Kh. Abd. Rahman,Hak Milik,1982, ,80,80, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Nurul Mu'minin,Kebayoran Lama Selatan Rt. 012,H. Abd. Choir,Hak Milik,1959, ,119,119, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Swadatul Mu'minin,Jl. Kebayoran Lama Selatan Rt. 011/04 Telp. 72194028,Mustofa, ,1972,50,70,70, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Unwannul Falah,Jl. Kebayoran Lama Selatan Rt. 004/04 Telp. 7200378,H. Syarif R.,Wakaf,1992,90,150,75, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,Masjid Unwanul Falah,Kebayoran Lama Selatan Rt. 004,H. Syarif ,Hak Milik,1968, ,107,107, 
Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,HKBP Jemaat Kebayoran Lama,Jl. Praja III No. 46 Telp. 7200278, , , ,600,2000,2500, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Hakim,Jl Raya Pasar Minggu Kav. 34 PT Sucopindo,Doleh Rusyadi,Hak Guna,1995,700,300,500,MT 
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Inabah,Jl Pancoran Barat XI RT 003 /03,H. Mahmudi AR,Wakaf,1968,1000,408,714,"MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Munawar,Jl. Raya Pasar Minggu Rt. 003/03,DRs. H. Ali Nurdin ,Hak Milik,1984,3000,2000,3490,"MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid Arrahmanurrohim,Jl Pancoran Barat VII /120 RT 009 / 06,Drs Ubaidillah,Wakaf,1996,800,400,600,"MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid As Sholihin ,Jl Triloka MABES AU RT 002 /04,Kol. H. Syahril,Hak Milik,1975,1000,500,1000,"TPA, MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid At Taubah,Jl. Pancoran Barat VIII Rt. 09/03,Syamsudin Abd. Karim,,1989,1000,450,600, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Darussalam,Jl. Pancoran TimurIID Rt.012/02,Ust. Abd. Syukur,Wakaf,1992,600,268,268,MT
Jakarta Selatan,Pancoran,Pancoran,Masjid Miftahul Jannah,Jl. Komp. TNI AU Triloka XIII/3,Kol. Acep Chaeruddin,,,,,,
Jakarta Selatan,Pancoran,Pancoran,Masjid Al- Muawanah,Jl. Pancoran Barat IVE Rt.008/01,Ust. Drs.H.A. Azis Musahab,,,,,,
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Ayubi,Jl. Pancoran Rt. 008/03,Mas'ud H. Ahmad,Hak Milik,1990,120,60,60,RM
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Gufron,Jl. Pancoran Rt. 005/06,"Musaif, S.Ag",Hak Milik,1969,400,200,244, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Hamid,Jl. Pancoran Rt. 006/06,HM. Yusuf,Hak Milik,1982,500,256,576,"MT, RM"
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Hidayah,Jl. Pancoran Barat,Machfud,Hak Milik,1995,60,50,50, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Hikmah,Jl. Raya Pasar Minggu,HM. Saidzin,Hak Milik,1990,40,40,40, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Ikhlas,Jl. Pancoran Rt. 007/06,H. Ahmad Buchopi,Hak Milik,1960,140,300,300, 
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Jihad,Jl. Pancoran Barat IX D Rt. 004/04,Drs. Anwar ,Hak Milik,1979,120,63,63,MT
Jakarta Selatan,Pancoran,Pancoran,Masjid Al Migas,Jl. Komp. Migas  Rt. 005/02,Drs. H. Idris,Hak Milik,1989,110,90,90, 
