kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Selatan,Tebet,Kebon Baru,Musholla Nurul Mu'minin,Jl. Kebon Baru Rt. 006/05,H. Amsir,Wakaf,1965, ,66,66,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al Azhari,Jl. Cucakrawa Rt. 003/03 Telp. 8281004,Ust. Fathurrahman,Wakaf ,1970,500,362,386,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al Huda ,Jl. BLK Klinik Rt. 009/05 Telp. 8350711,Ust. H. Muhammad,Wakaf , ,300,70,70,"MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al Ikhsan,Jl. Kp. Melayu Kecil  Rt. 007/10 Telp. 8296825,H. Daidul,Hak Milik,2001,250,200,127,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al Khoiriyah,Jl. Bukit Duri Tanjakan I Rt. 011/012,H. Zakaria, ,1962,  ,126,126,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al Makmur,Jl. Lap. Roos Raya Rt. 001/06 Telp. 8353278,H. Cholid lutfi,Hak Pakai,1962,1000,625,915,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al-Hayatul Amal,Jl. Kp. Melayu Kecil (poncol) Rt. 012/10,H. Asli Aslim,Wakaf ,1976, ,200,200,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid At Thohir,Jl. Sawo Kecil I Rt. 008/07 Telp. 8351165,H. Cholid Lutfi,Wakaf ,1952,150,96,128,"MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Darul Irfan ( SLTA.N 8 ),Jl. Taman Bukit Duri  Rt. 001/010Telp. 8295455,H. Rusrandi,Hak Milik, ,1000,628,350,RM
Jakarta Selatan,Tebet,Bukit Duri,Masjid Darul Hikam,Jl. Bukit Duri Tanjakan Rt. 015/12 Telp. 8365157,H.A. Suhendar,Wakaf ,1975,150,558,70,"TPA, MT, Mad, SD"
Jakarta Selatan,Tebet,Bukit Duri,Masjid Al Istiqomah,Jl. Kap. Melayu Kecil II No. 5 Rt. 002/10,H. Ramli Umar,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Masjid Attaqwa Attahiriyah,Jl. KH. Abdullah Syafi'I No. 68 Rt.006/09,,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Ad. Da'wah,Jl. Bukit Duri Tanjakan Rt. 002/09,Usman Gumay,Wakaf,1945, ,54,54,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Hanafiayah,Jl. Kp. Melayu Kecil III Rt. 010/09,Abd. Rahman,Wakaf,1959, ,50,50,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Munawaroh,Jl. Kp. Melayu kecil III Rt. 006/09,H. Machmud, ,1970, ,42,42,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Amin,Jl. Kp. Melayu Kecil III Rt. 004/10,,Wakaf,1972, ,85,85,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Hidayah,Jl. Sawo Kecik Rt. 013/05,H. Adnan,Wakaf,1961, ,40,40,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Hidayah,Jl. Bukit Duri Pangkalan Rt. 005/12,Wawan,Wakaf,1958, ,21,21,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Ikhsan,Bukit Duri Rt. 007/10,HM. Hamid,Wakaf,1960, ,60,60,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Istiqomah,Jl. Kp. Melayu Barat Rt. 002/06,Idi Suradi,Wakaf,1994, ,61,61,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Mukarrobin,Jl. Ross X  Rt. 001/05,Ramli Zen,Wakaf,1975, ,71,71,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Nawriyah,Jl. Kp. Melayu Kecil III Rt. 011/09,H. Moch. Zen,Wakaf,1960, ,81,81,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Kaimun,Jl. Kp. Melayu Kecil Rt. 013/10,H. Sutara,Wakaf,1968, ,166,166,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Rahmah,Bukit Duri Rt. 010/08,H. Mujitaba,Wakaf,1963, ,337,337,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al-Rasidi,Jl. Kp. Melayu Kecil  Rt. 010/11,Bambang,Wakaf,1963, ,156,156,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla AM. Ichwan,Bukit Duri Rt. 003/04,H. Ramli,Wakaf,1969, ,54,54,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla As-Sa'adah,Bukit Duri Rt. 006/02,Mulyadi,Wakaf,1985, ,54,54,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla At-Tahir,Jl. Bukit Duri Selatan Rt. 008/07,H. Syatiri, ,1967, ,96,96,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Ar Rahman,Jl. Bukit Duri Tanjakan Rt. 010/08,Ust. Tatang,Wakaf,1995, ,45,45,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Nur Rahim,Jl. Ross II Rt. 002/05,Chairudin Asri,Wakaf,1952, ,30,30,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Rahmah,Bukit Duri Rt. 007/09,H. Abbas Syafe'i,Wakaf,1948, ,72,72,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla Raidil Salam,Jl. Bukit Duri Pangkalan Rt.003/12,H. Tasmud,Wakaf,1972, ,81,61,"TPA, MT, RM"
Jakarta Selatan,Tebet,Bukit Duri,Musholla An Nur,Jl. Perkutut Rt. 004/02,H. Nazir,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Muawanah,Jl. Ciak Rt. 005/02,Ust. Anwar,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Ar Rohman,Jl. Cicak Rawa Rt.001/03,H. M. Rosyid,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Makmur,Jl. Kutilang Rt.005/03,,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Nurul Iman,Jl. Bukit Duri Selatan Rt.009/03,Ust. Suhu,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Muawatul Irwan,Jl. Bukit Duri Selatan Rt.005/04,H. Sugiri,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Hikmah,Jl. Ross II Rt.001/05,Syahlani,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Muntadi,Jl. Sawo Kecik Rt.006/05,H.M. Rais,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla As Salam,Gg. Ross VIII Rt. 010/05,Agus,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla As. Salafah,Jl. Bukit Duri Tanjakan Rt. 002/07,Muqti Ramli,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Hasan,Jl. Bukit Duri Tanjakan Rt.007/08,H. Abd. Rahman,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Ikhlas,Jl. Bukit Duri Tanjakan Rt. 012/08,Amshor,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Ikhlas,Jl. Bukit Duri Tanjakan Rt. 001/09,Dasuri,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Radiatul Jannah,Jl. Kp. Melayu Kecil V Rt. 007/09,H. Ali,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Baitul Rahmah,Jl. Kp. Melayu Kecil Rt.015/10,Harun,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Inayah,Jl. Kp. Melayu Kecil Rt.011/11,Entis S,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Zikri,Jl. Kp. Melayu Kecil Rt.012/11,H. Thohir,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Imam,Jl. Taman Bukit Duri Rt. 001/12,Bernawi,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Falah,Jl. Bukit Duri Pangkalan Rt.003/12,Pendi,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Mujahiddin,Jl. Bukit Duri Pangkalan Rt. 004/12,H. Idris,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Iqdam,Jl. Meliwis Rt. 001/01,,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Waktu,Jl. Katik Rt. 003/01,R. Herdanto,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Musholla Al Muhajirin,Jl. Bukit Duri Timur Rt. 007/01,Sudarto,,,,,,
Jakarta Selatan,Tebet,Bukit Duri,Gereja Advent,Jl. Lapangan Roos, , ,1991,200,250,250, 
Jakarta Selatan,Tebet,Bukit Duri,Gereja Kristus,Jl. Bukit Duri Tanjakan No. 20C Rt. 001/08 Telp. 8641918, , ,1968,150,153,189, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Al Falah,Menteng Atas Rt. 07/05,H.M. Halmis,Wakaf,1970,600,114,114, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Al Hidayah,Menteng Atas Rt. 001/05,Anan Suhanah,Wakaf,1969,200,168,168, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Al Mujahidin,Menteng Atas Rt. 012/12,H. Rojali,Wakaf,1946,700,650,700, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Al-Barkah,Menteng Atas Rt. 001/13,Sukandar,Wakaf,1967,200,100,100,"MT,RM"
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid An Nur,Menteng Atas Rt. 005/06,H. Syatiri,Wakaf,1961,70100,100,100,MT
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid As Suhada,Menteng Atas Rt. 002/09,Drs. M. Sadikun NS,Wakaf,1955,400,250,125, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid At-Taqwa ,Menteng Atas Rt. 015/07,Hasari Hasyim,Hak Milik,1950,800,506,506,"MT,RM"
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Baitur Rahman,Menteng Atas Rt. 001/07,K.H. Saman Husni,Wakaf,1973,200,750,500,"MT,RM"
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Daarun Najah,Menteng Atas Rt. 015/06,M. Husein,Wakaf,1970,70,48,48,"MT,RM"
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Daarus Salam,Menteng Atas Rt. 001/04,Ali Suhadi,Wakaf,1962,400,200,250, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Fathun qorib,Menteng Atas Rt. 008/07,"H, Tamsir",Hak Milik,1973,200,150,150,"MT,RM"
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Nurul Jihad,Menteng Atas Rt. 001/08,Sofian,Wakaf,1976,600,700,964, 
Jakarta Selatan,Setia Budi,Menteng Atas,Masjid Sabilul Huda,Menteng Atas Rt. 009/09,Drs. Muallim,Wakaf,1968,100,83,83,"MT,RM"
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Al-Atieq,Menteng Atas Rt. 005/04,Hubaizilah,Wakaf,1950,100,120,120, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Al-Ikhlas,Menteng Atas Rt. 004/09,Supandi,Wakaf,1945,50,57,57, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla An Najah,Menteng Atas Rt. 006/12,H. M. Azis,Wakaf,1975,70,72,72, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Assarinah,Menteng Atas Rt. 001/09,Abd. Rojak,Wakaf,1987,25,40,40, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Assofie,Menteng Atas Rt. 003/02,H.M. Harun,,1950,50,109,109, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Baabus salam,Menteng Atas Rt. 006/14,EL. Mujaini Noer,Wakaf,1950,50,80,80, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Babbu Rahman,Menteng Atas Rt. 005/08,E. Abd. Rahman,Wakaf,1966,45,24,24, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Babul Iman,Menteng Atas Rt. 004/15,H. Momod M. Subki,Wakaf,1954,50,28,28, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Babul Jannah,Menteng Atas Rt. 010/08,A. Datam,Wakaf,1969,25,25,25, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Babul Khoir,Menteng Atas Rt. 012/15,tholib,Wakaf,1970,30,50,50, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Baitul Makmur,Menteng Atas Rt. 003/02,Sutarman,Wakaf,1972,30,60,60, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Daarul Ikhsan,Menteng Atas Rt. 011/02,H. Nasrullah,Wakaf,1945,100,125,150, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Daarul mutaqin,Menteng Atas Rt. 013/05,M. Soleh,Wakaf,1920,200,60,60, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Daarul Thaibin,Menteng Atas Rt. 007/04,H. Asmari,Wakaf,1972,50,160,160, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Darul Istiqomah,Menteng Atas Rt. 006/06,H. Hasan Ali,Wakaf,1974,60,80,120, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Darussalam,Menteng Atas Rt. 014/09,Suparno,Wakaf,1974,50,63,100, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Jamiatul Khoer,Menteng Atas Rt. 011/07,H. Nuryan,Wakaf,1944,120,100,150, 
Jakarta Selatan,Setia Budi,Menteng Atas,Musholla Misda'ahul Amal,Menteng Atas Rt. 005/07,Abd. Majid,Wakaf,1995,120,114,114, 
Jakarta Selatan,Setia Budi,Menteng Atas,GerejaHKI Men-Pul,"Jalan Menteng Pulo No. 1 Kel. Menteng Atas, Kec. Setiabudi 
","Pdt. Halomoan Simanjuntak, STh",Wakaf,1990,300,250,1300, 
Jakarta Selatan,Setia Budi,Menteng Atas,Gereja Generasi Apostolik,Jalan Kuningan Utama Lot. 15 (IMO 3 & 4),Pdt. Rosaliana,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al-Abror,Jl. Sultan Agung,Ust H.Arasy Muin,Wakaf,1948,250,300,315, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al-Barkah,PD Pasar Jaya Pasar Rumput,Ust Suryadi,Wakaf,1991,300,190,200, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al-Burhan,Jl. Ungaran Ujung,H.Rotib Taufk,Wakaf,1979,100,100,100, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al-Iklas,Pasar Manggis Rt 001/03,Ridwan,Wakaf,1952,200,260,263, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al-Maqdis,Pasar Manggis Rt 0011/04,H. Sampurno,Pemda DKI,1948,75,160,170, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al-MusyaniFiah,Jl. Menteng Wadas I ,HM. Rahmad,Wakaf,1969,250,300,375, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid As-Salam,Jl. Menteng Wadas Tengah ,Dendi Rahman,Wakaf,1946,210,200,290, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid At-Taqwa,Jl. Menteng Rawa Jelawe,Drs.H.Sufirman W,Pemda DKI,1961,300,396,500, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid At-Taubah,Jl. Menteng Wadas IV ,H. Munir,Wakaf,1955,200,200,208, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Baitul Muchlisin,Jl. Menteng Wadas Timur ,Ust H.Amran AH,Wakaf,1980,300,250,272, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Nurul Da'wah,Jl. Muria Ujung I ,Mukijo,Wakaf,1956,100,91,153, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al Islamiah,Jl. Menteng Wadas I ,Satumin,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Al Ikhsan,Jl. Lingkar Pasar Rumput,Ust Saipudin Yakub,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Khusnul Khotimah,Komp. Asrama CPM Guntur,Asep Mulya,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Masjid Nurul Haq,Jl. Menteng Wadas Utara ,Hasanudin,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Al- Akhyar,Jl.Menteng Rawa Jelawe,H.Anwar,Wakaf,1968,60, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Al- Hamatul Abidin,Pasar Manggis Rt 005/03,H. Hamdani,Wakaf,1964,75, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Al-Amaliah,Jl.Menteng Rawa Jelawe,Suwardi Anwar,Wakaf,1967,70, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Al-Furqon,Jl. Menteng Wadas Selatan Gg. C II ,ust.Karnadi,Wakaf,1975,60,60,65, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Al-Hidayah,Jl.Putri,H. M Sardar Ali,Wakaf,1972,80, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Ar-Rahmah,Jl.Menteng wadas timur II,TB. Azizi,Wakaf,1969,48,60,60, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla As- Syakur,Pasar Manggis Rt 008/01,B. Sukono,Wakaf,1969,80, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Jamiatul Mukminin,Pasar Manggis Rt003/06,Suhar,Wakaf,1976,60,60,60, 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Annur- Syafaat,Jl.Menteng Wadas III,Satumin,Wakaf,1970,60, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Nurul Falah,Jl.Ungaran Ujung No.14,Maskur,Wakaf,1969,60, , , 
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Hayatul Abidin,Jl.Menteng Rawa Jelawe,Sarifudin,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla As Sidi,Jl.Muria Ujung,H. muhadi,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Jamiul Munajat,Jl.Menteng Wadas III,ust. Ramlan S.Ag,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Nurul Hikmah,Jl.prolog Ujung (gg.pembina),Hasnudin marzuki,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Darul Hikmah,Jl.Menteng wadas timur II,H.abd Ibrahim gani,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Darul Khair,Jl.menteng wadas barat,H.kalyubi,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Musholla Ar Raidah,Jl.Menteng Wadas Utara,M.soleh Aib,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Vihara Vimalakirti,Jl. Minangkabau No. 23A / 021 83118411,Suitadi Senjaya,,,,,,
Jakarta Selatan,Setia Budi,Pasar Manggis,Kuil Hoseiji,Jl. Padang No. 25 Rt. 005/08 /  021 83795256,Herwindra Aiko  Senooesnoto,,,,,,
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid Al- Istiqomah,Jl. Mega Kuningan Barat IX Rt. 014/01,Drs. HM. Amin,Wakaf,1997,600,400,500, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid At-Taufiq,Jl. EX AURI Rt. 002/03,Drs. K.H. Nur Mugni,Wakaf,1978,500,200,225, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid At-Taqwa,Jl. Jend. Gatot Subroto Rt. 005/04 / Buolg, ,Bulog,1996,800,500,600, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid Darul Muqorrobin,Jl. RPI Rt. 008/04,"Helmi Hidayat , MA",Wakaf,1969,800,700,750, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid Darussalam,Jl. Patra Kuningan XIV Rt. 005/04,H. Fuad Abdullah,Wakaf,1982,500,400,600, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid Istiqomah,Komplek Pati AD Rt. 001/03,"Ust. H. Nasirun , S.Ag",Wakaf,2002,250,200,200, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid al kausar,Jl. Jend. Gatot Subroto Rt. 005/04 Depertindak,,Derindag,1986,300,300,300, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid Safta Karyatama,Jl. Jend. Gatot Subroto Rt. 005/04 / Depnaker,,Depneker,1996,600,625,625, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Masjid Baitul Ilmi,Jl. Jend. Gatot Subroto Rt. 002/02,Drs. Syekhul Bahyar Marsya,,,,,,
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Al- Ahyar,Kuningan Timur Rt 002/01,M. Amin,Wakaf,1968,60,75,100, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Al-Hijrah,Jl. Mega Kuningan Barat III Rt. 002/02,H. Murodi,Wakaf,1996,80,100,200, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Al-Iklas,Jl. Mega Kuningan Barat III Rt. 001/03,Dian,Wakaf,1984,30,30,36, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Al-Makiah,Jl. EX AURI Rt.005/03,Drs. Nur Mughni,Wakaf,1973,100,200,260, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Baitul Ihtiyar,Gg. Kembang Rt. 007/01,H. Abdullah,Wakaf,1978,40,36,36, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Darul Haim,Jl. Kuningan Timur Rt. 010/04,H. Rosidi,Wakaf,1982,50,54,100, 
Jakarta Selatan,Setia Budi,Kuningan Timur,Musholla Ridaus Solihin,Gg. Kembang Rt.012/01,H. Zaelani,Wakaf,1970,50,60,100, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Masjid Baitul Muhlisin bawah,JL. Bendungan Udik RT 002/04,HM. Yasin,Hak Milik,1992,300,300,400, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Masjid Baitul Muhlisin atas,JL. Bendungan Udik  RT 005/04,H. Riadun Najikin,Hak Milik,1960,250,200,300, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Masjid Jami Baitul Mugni,JL. Gatot Subroto Kav. 26 RT 002/02,H. Paruk Sanusi LS,Hak Milik,1987,3000,2411,6110, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Masjid Hidayatulloh,JL. Masjid HidayatullahRT 003/04,"KH. A. Nawawi Hakam, LC",Hak Milik,1797/1935,2500,900,1583, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Masjid RS. Assyifa Jakarta,JL. Garnisun RT 003/04,Dr. Bono Noorwijayanto,Yayasan,1953,500,400,500, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Musholla Al-Furqon,Karet Semanggi,H. Armin,Pemerintah, ,90,120,150, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Musholla Aljihad,Karet Semanggi Rt 003/03,Sukma,Pemerintah,1986,50,50,80, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Musholla Al-Mutakin,JL. Bendungan Udik RT 002/04,H. Rohim,Wakaf,1985,50,50,80, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Musholla Nurul Huda,JL. KH. Guru Mughni NO.7 RT 006/02,Amirudin,Masyarakat,1970,85,80,80, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Musholla Al Ikhlas,JL. Karet Pasar  RT 001/03,,,,,,,
Jakarta Selatan,Setia Budi,Karet Semanggi,Vihara Amurva Bhumi,JL. Dr. Satrio RT 003/04,Awibowo,Yayasan, ,1500,1800,1000, 
Jakarta Selatan,Setia Budi,Karet Semanggi,Vihara Tek Sin,JL. Karet Pasar RT 001/03,Andi,,,,,,
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Al- Ichlas,Keret Kuningan Rt 006/07,H.A. Syukur,Pemerintah, ,700,1000,1300, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Al-Huda,Keret Kuningan Rt 009/04,H. Rohmani,Wakaf,1968,400,600,900, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Babu Salam,Keret Kuningan Rt 002/02,H. Helmadi Arief,Yayasan,1995,1000,1000,1300, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Chus Chotimah,Keret Kuningan Rt 0016/04,H. Junaedi,Yayasan, ,400,400,450, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Darus Salam,Keret Kuningan Rt 002/05,KH. Ali.J,Wakaf,1973,300,300,450, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Miftah Khaer,Keret Kuningan Rt 0015/02,H. Sidik,Yayasan,1969,400,400,500, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Nurul Hikmah,Keret Kuningan Rt 005/02,Ade Suryani,Wakaf,1973,600,450,580, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Nurul Taqwa,Keret Kuningan Rt 004/07,H.  Hasikin,Yayasan, ,800,800,1000, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Masjid Raedatul Falah,Keret Kuningan Rt 014/04,H.A. Chotib,Wakaf,1992,800,1000,1100, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla Al-Abror,Karet Kuningan Rt006/07,H. Ishak,Wakaf,1989,60,60,60, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla Al-Ichlas,Karet Kuningan Rt 006/04,H. Hasan B,Wakaf,1969,70,80,80, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla An-Ni'mah,Karet Kuningan Rt 005/04,H. Abd. Rah,Wakaf,1987,50,60,50, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla Assalam,Karet Kuningan Rt 009/06,H. Marali,Wakaf,1973,60,60,60, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla At-Taufiq,Karet Kuningan Rt 009/01,KH. Nawawi,Wakaf, ,100,60,60, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla Darul Akrom,Karet Kuningan Rt 0010/04,Ilyas,Wakaf,1987,60,60,60, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla Dinal Muminin,Karet Kuningan Rt 001/02,Hafiz,Wakaf, ,60,40,40, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Musholla Sakud Jannah,Karet Kuningan Rt004/04,Junaedi,Wakaf,1974,50,50,50, 
Jakarta Selatan,Setia Budi,Karet Kuningan,Gereja Bathel,Karet Kuningan Rt 002/01,Japerson,Wakaf, ,200,240,240, 
